age,time_on_site,daily_internet_usage,male,country_score,clicked_on_ad
-0.4938631608920884,-0.1021105965480793,1.2783463771194552,-0.3131715886571447,0.759075981533197,0
-0.8020590013187487,-3.2860434363990443,0.5105188645166443,-1.9199996747934607,-3.322536188569077,0
0.6068394756266543,-1.7234250632268207,2.139793638965869,-2.6929880958783734,-0.650465782289622,0
-0.1759881905656146,-2.7205481012336974,-0.3008163085157458,-2.983888719588907,-2.5045673092575296,0
-0.9801387150125465,-2.0369878290287065,-0.18345790702255393,-0.3359364230265278,-2.815429707595156,0
-1.0182205715205224,-1.6510742180142441,-0.5521491616512896,-0.7845677684584984,-2.1943034010846714,0
-0.28844433332064295,-2.4592094126613198,1.066504941766691,-3.0243598667483207,1.0139721028108626,0
0.5103404167125747,1.7996313926061045,-0.6413251401961001,0.8239554267541226,1.2383623164183961,1
-0.10061974824726504,0.29001836015976745,0.10262086254442182,-0.5817749734626521,0.4943800655889641,0
1.2073136416157249,-3.187568023710532,2.13292101239984,2.471110891546143,-5.148112638746861,0
-0.09204414749678139,-1.2236895544825166,-1.3953882144115184,2.4955680795063286,-2.5833642366751333,0
-0.7289904579723071,3.2583193587037673,0.6854179269711338,-1.106208648486171,2.20365703352111,1
1.1124450576758635,-1.168265657112471,-1.5899623822036277,0.2924322531428454,-1.7321373652797645,0
-0.319123527090289,-1.2075777237143224,3.7827765189928635,-1.036442791980115,-0.7919436324445953,1
0.2059541018421014,-1.149889994860168,-1.7461182548950063,-2.523849674912525,-0.5730833158025768,0
-0.1603000165473523,-0.04276762824574942,-3.920914960769234,-3.8468919596083855,0.9478866342298709,0
0.7838001016942563,-1.5013298554860326,1.3115909822913807,-1.9090700747735072,-0.27599397321972674,1
-2.1902151146133058,-0.6900775954850632,-3.2497050142408286,-3.163671324405517,0.22511522720185506,0
2.114339251324331,-0.36445314877179213,1.0579837588244732,0.021141187350063984,2.009460233295009,0
0.5592503860233546,-3.108224479548768,1.027788287503918,-1.011700956828819,-2.1486158898130694,1
0.4205760771130736,2.971211782761137,0.26976081128601304,-0.41411199248740505,1.760114013454365,1
0.26813157665718573,-3.442578892092565,0.2774138647554494,-2.992257755894785,-3.057664030324613,0
-0.4539137829191613,-1.9632418317819986,0.8475695074118537,-1.6661120380808663,1.9395335305155819,0
-1.6065673314957507,-3.2586765120187193,2.128065936606978,-3.2187190309066853,0.637828750861906,0
-0.5886420123018563,-2.9948599677365575,3.044785140419536,0.6497570127142938,-1.4038049214294828,1
-1.2760455353219458,-0.8685700331520594,0.5459317813407879,-2.126718676909923,0.6665490409409042,0
0.9280967808764157,-2.328213066530201,1.2174300822510156,-0.9991090568344407,3.3683850478726463,0
1.0674496045090125,1.4464436144199573,-0.963933348329792,-0.31416347956851043,0.2585548121803105,1
-0.029819913717901558,-0.9405759325364288,-3.6591093260214915,-3.8479266840812385,0.07349042310832554,0
-0.0873981453288258,-2.587878482078625,-0.4698715431272342,-1.4752135359968908,-4.414938338781118,1
0.527535078351256,1.2231925820739606,-2.420498513707444,1.2200400721088034,0.12765320949551873,1
0.7158636017706195,-1.6340418272455781,-0.3067066390084696,0.3769161513997379,-2.51153599123674,0
0.0953905972425176,-0.5866050761997165,-3.3229535215837824,-3.18825100498675,0.27270260456126905,0
1.210942429663306,-1.3836531504760987,-1.6309621234344778,-0.032359529868816184,-1.8046755249815043,0
-1.1726958498872477,-3.3657718299268424,0.836998747872927,-1.1537723786486895,-0.5005162992228591,1
1.2005310975099255,-1.5609791320863058,1.321838776215667,-1.2227823044852872,1.0473256208455355,0
-1.1800123353965095,-0.8360740890726852,1.4694220484705907,-1.4852441337796416,2.4537162832392085,0
0.45318821613321647,-0.6453664304921128,2.051049566195938,-0.4966206151788639,0.6266209268293851,0
-1.270454883105296,1.707834929128594,-1.9307038032566495,1.5217786225862642,1.8830309909813974,1
0.8320411851467904,-1.6642111644601867,0.2863677924214467,-1.6614222295715444,-0.8207960229044234,1
0.5093004191681524,-1.3138544682348807,-2.1828540153120084,-0.3087251596245768,-1.5504638023414992,0
0.4552235428558975,-1.8956691774517713,2.05130142985268,-0.7119510846628093,-1.4751421452033713,1
-1.15373247699038,1.5442700420902764,0.08668149199413966,1.5283801090622282,3.4029289170507173,1
-1.6106782122127568,-2.7590249623133998,2.2543873296639947,-1.928185214367597,-1.694444770689189,1
0.25319000711096074,0.6387077381109855,-3.014761883598502,2.869799351422335,1.2752814089576832,1
0.6274979767191466,-1.8962736361738115,2.070326296479003,-1.192897904501522,-2.3858458286081357,1
0.6763130463163348,-1.0083061521827903,-3.0758068842722635,-2.1549862284998698,-0.40214237680482134,0
-0.05759099189884128,-2.9628605550870137,0.017964950019862425,-0.7547994693949748,-2.818863885793055,1
-0.4279103052056293,-1.547077334803191,0.9190267316437722,-1.912853669297975,-1.2925962758952425,1
0.7464989663822066,-0.46568560261075476,1.954817588946364,-0.5900635096230299,1.9276100389427373,0
-1.0981730841565653,-0.4174365850288424,-4.3206111651341494,3.685077910278914,-0.19324393965952802,1
1.6626662133433976,0.9979461356597542,-1.9974180263244097,2.308567566183743,1.4398855631881462,1
0.983168091569685,-1.0456117289949223,-2.404479337386329,-3.715759122546635,0.11133272248198534,0
-1.198923341959756,-0.5257718087516768,-1.7225284547451425,-1.2883634355185218,-0.8979699787527062,0
-0.6729158473572311,-2.0374503747889676,0.551922970104312,-2.0559491480287875,3.1267925304047015,0
-0.5545702498427666,0.3193643833351223,-2.8212776682248073,2.10151467979612,-0.9025987538845621,1
1.3557424322471545,-0.8718645307939193,1.7355875376538608,-2.14737502443873,-0.843208155700022,1
-0.7458599756833896,0.46584734391844407,-2.0723089324778092,3.1539172661910495,2.3033702437939896,1
0.40360244634903714,-0.571754103654546,-2.1145934258728345,0.21694510246013876,-1.282979220501496,0
0.7221547663768754,-2.0322641176167293,-0.8151364370639207,-1.417004981139051,-2.3216118407560495,0
-0.09406471522818036,-1.2837630805764777,1.8139410300317071,-1.4034486881122248,2.176876833917603,0
0.2992796793946054,-0.8729418805851569,3.3927161883610255,-0.7179895628944616,-0.06675385301988745,1
-0.23276869301010344,-2.9234383441888534,1.9816563087929615,-1.4538468367755404,3.5224969082878657,0
-1.2472899223083156,1.1021726826834874,-0.9477177212986133,1.514018575148844,2.0953285073849997,1
0.3425693691147585,1.3706365842113768,-1.8141584452716668,1.459740550852382,1.5004715555591246,1
-1.2187324150457206,-2.725230310815186,-0.10360367166277884,-1.9313430398133642,-1.6969090833177094,1
-1.098419281156067,-0.8012133292285109,5.0242713709702524,-0.8117864161856215,1.4675662177272844,1
0.12496618995494319,-2.0902564287926806,-1.2820581933174218,-2.4303380074531313,-1.950050561493891,0
-0.7265523153654709,0.03705018512502667,2.7684408782197787,-1.575261970521669,-0.3812999435430786,1
1.4291177138469162,-1.947403480791969,0.7416623221056331,-2.285039379983589,-1.9084369251735538,1
-0.2837428333470112,1.8681658927546496,-1.6555883811006515,0.6654701577787568,1.5379494833587126,1
-0.4990667685646405,-1.8653163462608906,-1.1557986098115092,-1.5786017403305117,-1.8503597182504028,0
0.5462978395766366,2.3202519403160005,-0.5427250966815356,0.5691490972988053,1.8401144261432911,1
0.4489222338644175,-0.8349699596834876,-2.2000913255920604,-1.1711722472169641,-0.8598986184819818,0
-0.33020483107729315,-2.1481964817922523,-1.0794841411951501,-1.6434733186494201,-1.9530446750848611,0
0.988067257144149,-1.2454566888183758,1.0292275905037302,-1.4847587580608523,1.787179712429833,0
1.5866608623356662,-0.7432778452998697,-2.4154935290525175,-3.9551442458393824,0.28022141967835745,0
0.3145514805933845,-1.6906387843207338,-1.6059730382315691,-1.623811322688339,-1.6324974649995314,0
0.9686938672950384,-3.076624097567845,1.9415429374223383,-1.4829667603039622,4.299160966484891,0
1.0930349981825005,1.2898826357316142,-2.5121572643391916,2.175843036492528,0.8188840857746849,1
-1.976890318718707,-2.0174693286504883,-1.6098462155067106,-2.2770206737834275,-1.6819437085812516,0
1.5810976403249952,0.3544835116593934,1.374495057743942,0.51604516885476,1.8315071459590642,0
